Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
644f1880986c695b359a435e,63d550387f31bb9bc91ada90,APPROVED,2023-05-01T01:40:20.346000Z,2023-05-01T01:49:28.744000Z,2023-05-01T01:49:29.464000,2023-05-01T01:49:29.391379Z,549,C1GTSTWU,465,English,34,Female,Mixed,United States,United States,United States,English,No,Full-Time
644f1882acfc88752bbff423,5e3581ed0082f15283413024,APPROVED,2023-05-01T01:40:23.013000Z,2023-05-01T01:58:07.795000Z,2023-05-01T01:58:08.192000,2023-05-01T01:58:08.140027Z,1065,C1GTSTWU,5131,"Italian, English",62,Male,White,Italy,United States,United States,Italian,No,Full-Time
644f1885f417ec4fa9ac53c1,614ea93d581d6f4281e9d232,APPROVED,2023-05-01T01:40:24.428000Z,2023-05-01T01:50:23.134000Z,2023-05-01T01:50:23.548000,2023-05-01T01:50:23.486333Z,599,C1GTSTWU,1392,English,38,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
644f1893915f189c4f1a2613,610c56ddc029efbacb229c71,APPROVED,2023-05-01T01:40:37.575000Z,2023-05-01T01:48:55.491000Z,2023-05-01T01:48:55.931000,2023-05-01T01:48:55.863855Z,498,C1GTSTWU,3616,English,56,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
644f18a1a1040457163c7c46,5d1c0e818d27eb0016164015,APPROVED,2023-05-01T01:40:55.597000Z,2023-05-01T01:53:36.530000Z,2023-05-01T01:53:36.978000,2023-05-01T01:53:36.924530Z,761,C1GTSTWU,302,English,28,Male,White,United States,United States,United States,English,No,Part-Time
644f18a5f9ec2d3f32838840,6400de8f305c51d03c2a9a0e,APPROVED,2023-05-01T01:40:56.484000Z,2023-05-01T01:49:34.068000Z,2023-05-01T01:49:34.580000,2023-05-01T01:49:34.513680Z,518,C1GTSTWU,255,English,37,Male,Other,United States,United States,United States,English,No,Full-Time
644f18a7986c695b359a436d,5dbe8324d5b87636af31cf4f,APPROVED,2023-05-01T01:40:59.947000Z,2023-05-01T01:46:51.877000Z,2023-05-01T01:46:53.313000,2023-05-01T01:46:53.258704Z,352,C1GTSTWU,235,English,39,Female,Mixed,United States,United States,United States,English,No,DATA_EXPIRED
644f18a956f70ab6b2c62a48,5ed000b32b32890b00a1b61c,APPROVED,2023-05-01T01:41:03.680000Z,2023-05-01T01:53:40.551000Z,2023-05-01T01:53:41.121000,2023-05-01T01:53:41.066608Z,757,C1GTSTWU,237,English,27,Female,White,United States,United States,United States,English,No,Full-Time
644f18ad589fc8911fc60341,62a8f6b1a7a7e5eb492c0231,APPROVED,2023-05-01T01:41:04.686000Z,2023-05-01T01:46:21.182000Z,2023-05-01T01:46:21.753000,2023-05-01T01:46:21.692950Z,317,C1GTSTWU,1190,English,31,Male,White,United States,United States,United States,English,No,Full-Time
644f18b53bb5df6f55acbeae,61719bfec06e3136189edb55,APPROVED,2023-05-01T01:41:14.649000Z,2023-05-01T01:51:04.017000Z,2023-05-01T01:51:04.874000,2023-05-01T01:51:04.816702Z,590,C1GTSTWU,1412,English,39,Male,White,United States,United States,United States,English,No,Full-Time
644f18b5f58471fd55b55efc,628d78a2ccf4a41f24c2d2d8,APPROVED,2023-05-01T01:41:16.358000Z,2023-05-01T02:02:01.818000Z,2023-05-01T02:02:02.294000,2023-05-01T02:02:02.233526Z,1246,C1GTSTWU,791,English,19,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
644f18b66452c455423d719a,628eab48a8c8dc1ecec338dd,APPROVED,2023-05-01T01:41:14.604000Z,2023-05-01T01:58:30.190000Z,2023-05-01T01:58:30.865000,2023-05-01T01:58:30.810020Z,1036,C1GTSTWU,1852,English,29,Male,White,United States,United States,United States,English,No,Full-Time
644f18d0c8216efa6a738a47,60e4c09a4b30f16f5a1053e7,APPROVED,2023-05-01T01:41:39.555000Z,2023-05-01T01:48:50.465000Z,2023-05-01T01:48:50.892000,2023-05-01T01:48:50.843463Z,431,C1GTSTWU,3167,English,66,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
644f18d1d67e2b8b2bfc2d55,60fd6e896a09d28116be471f,APPROVED,2023-05-01T01:41:41.919000Z,2023-05-01T01:47:15.472000Z,2023-05-01T01:47:15.941000,2023-05-01T01:47:15.883492Z,334,C1GTSTWU,719,English,26,Female,White,United States,United States,United States,English,No,Full-Time
644f18d50a26e6e1d8a8bc4d,62d4c5676e4f202832300e40,APPROVED,2023-05-01T01:41:45.400000Z,2023-05-01T01:48:46.209000Z,2023-05-01T01:48:46.689000Z,2023-05-01T01:48:48.557366Z,421,C1GTSTWU,854,"English, Spanish",40,Male,White,United States,United States,United States,English,No,Full-Time
644f18d9a0102e93eaccd711,5fc5a2371b535212264944ca,APPROVED,2023-05-01T01:41:51.850000Z,2023-05-01T01:50:28.178000Z,2023-05-01T01:50:28.671000,2023-05-01T01:50:28.599152Z,517,C1GTSTWU,1033,English,50,Female,White,United States,United States,United States,English,No,Part-Time
644f18e32a24577c6e77a4b2,597c52b421db3a000141850d,APPROVED,2023-05-01T01:41:59.478000Z,2023-05-01T01:54:14.404000Z,2023-05-01T01:54:14.886000,2023-05-01T01:54:14.819297Z,735,C1GTSTWU,809,English,39,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f18ecdc3347f24a5aa0a6,60fda20d89edf1022f91ace9,APPROVED,2023-05-01T01:42:08.412000Z,2023-05-01T01:50:10.548000Z,2023-05-01T01:50:10.926000,2023-05-01T01:50:10.871743Z,483,C1GTSTWU,812,English,21,Female,White,United States,United States,United States,English,Yes,Part-Time
644f18f4f9ec2d3f3283884f,5627279fddff3c000fbcd625,APPROVED,2023-05-01T01:42:16.754000Z,2023-05-01T01:51:49.913000Z,2023-05-01T01:51:55.400000,2023-05-01T01:51:50.319841Z,574,C1GTSTWU,1273,English,41,Male,Mixed,United States,United States,United States,English,No,Full-Time
644f18fafa1157be77fc2d43,62ba3c827ac84619443dc63d,APPROVED,2023-05-01T01:42:22.458000Z,2023-05-01T01:48:14.141000Z,2023-05-01T01:48:16.752000,2023-05-01T01:48:16.687621Z,352,C1GTSTWU,747,English,33,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f19035e1bf62cf6892e0a,5f0d2ad60ad0d6730c380b05,APPROVED,2023-05-01T01:42:27.453000Z,2023-05-01T02:13:55.252000Z,2023-05-01T02:13:55.676000,2023-05-01T02:13:55.614112Z,1888,C1GTSTWU,2153,English,50,Male,DATA_EXPIRED,United States,United States,United States,English,No,DATA_EXPIRED
644f1904259dac9ccb1a265b,64320d32f144ad4cef20c60f,APPROVED,2023-05-01T01:42:40.993000Z,2023-05-01T01:52:09.593000Z,2023-05-01T01:52:09.977000,2023-05-01T01:52:09.918630Z,569,C1GTSTWU,63,English,55,Male,White,United States,United States,United States,English,No,Full-Time
644f192cd32f39991a3c7c97,6023124ca94e271676bf78ba,APPROVED,2023-05-01T01:43:10.979000Z,2023-05-01T01:50:39.185000Z,2023-05-01T01:50:39.638000,2023-05-01T01:50:39.586511Z,449,C1GTSTWU,245,"Spanish, English",20,Male,White,United States,United States,United States,English,Yes,Part-Time
644f1935ce2b9fcf56c629ff,5ee7903e80706a01ea855d36,APPROVED,2023-05-01T01:43:19.859000Z,2023-05-01T01:47:57.315000Z,2023-05-01T01:47:57.739000,2023-05-01T01:47:57.683879Z,278,C1GTSTWU,1798,"English, Tamil",23,Male,Asian,United States,United States,United States,English,Yes,Part-Time
644f193706c947da0c6c7303,5e9914c1fbefef156abebcd1,APPROVED,2023-05-01T01:43:30.597000Z,2023-05-01T02:10:10.817000Z,2023-05-01T02:10:11.284000,2023-05-01T02:10:11.220124Z,1601,C1GTSTWU,59,English,35,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
644f19506d9aa837f6838861,611409d13bdb227076c9426b,APPROVED,2023-05-01T01:43:48.507000Z,2023-05-01T01:50:08.727000Z,2023-05-01T01:50:09.571000,2023-05-01T01:50:09.516172Z,381,C1GTSTWU,364,English,24,Female,White,United States,United States,United States,English,No,Full-Time
644f195e6342709ac95aa08e,5d617ba9364f9a0019f1dac3,APPROVED,2023-05-01T01:43:58.334000Z,2023-05-01T01:49:41.801000Z,2023-05-01T01:49:42.576000,2023-05-01T01:49:42.507863Z,344,C1GTSTWU,4051,English,37,Female,Asian,Japan,United States,United States,Japanese,DATA_EXPIRED,Part-Time
644f19693cf15d53009a4323,63b6ce65bf24c8201da439e4,APPROVED,2023-05-01T01:44:13.084000Z,2023-05-01T01:54:15.053000Z,2023-05-01T01:54:15.459000,2023-05-01T01:54:15.401697Z,602,C1GTSTWU,706,English,52,Female,White,United States,United States,United States,English,No,Full-Time
644f196e4347aaf243d10072,610976a9397b8cbaecbc05f3,APPROVED,2023-05-01T01:44:20.745000Z,2023-05-01T01:53:39.719000Z,2023-05-01T01:53:40.138000,2023-05-01T01:53:40.062760Z,559,C1GTSTWU,618,English,56,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
644f197106c947da0c6c7315,63d3f975dc91e6ede510f9d1,APPROVED,2023-05-01T01:44:34.353000Z,2023-05-01T01:53:05.201000Z,2023-05-01T01:53:05.700000,2023-05-01T01:53:05.642087Z,511,C1GTSTWU,835,English,37,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
644f197437448267f66c7305,5cddb0f6f71e09001aae445c,APPROVED,2023-05-01T01:44:29.109000Z,2023-05-01T01:51:49.448000Z,2023-05-01T01:51:50.705000,2023-05-01T01:51:49.854899Z,441,C1GTSTWU,687,English,48,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
644f197c6d9aa837f6838868,63eeaf9f8433c653dedbd574,APPROVED,2023-05-01T01:44:31.860000Z,2023-05-01T01:52:36.170000Z,2023-05-01T01:52:36.989000,2023-05-01T01:52:36.918928Z,485,C1GTSTWU,269,English,19,Male,Mixed,United States,United States,United States,English,Yes,Unemployed (and job seeking)
644f1993f3670448f6f8ee85,5f1273feb9ddf60dd2781b2f,APPROVED,2023-05-01T01:44:54.887000Z,2023-05-01T01:53:01.225000Z,2023-05-01T01:53:06.646000,2023-05-01T01:53:01.579653Z,487,C1GTSTWU,1867,"English, Russian",22,Female,White,United States,United States,United States,English,Yes,Full-Time
644f19950095edf85a92c593,64060f1213c5c70c63c18b96,APPROVED,2023-05-01T01:44:59.924000Z,2023-05-01T01:52:25.324000Z,2023-05-01T01:52:25.960000,2023-05-01T01:52:25.894505Z,446,C1GTSTWU,440,English,48,Female,White,United States,United States,United States,English,No,Part-Time
644f199b5ac6d613a921a84f,6077cb38de8f5c783d413450,APPROVED,2023-05-01T01:45:08.086000Z,2023-05-01T01:50:46.089000Z,2023-05-01T01:50:46.562000,2023-05-01T01:50:46.472503Z,339,C1GTSTWU,4161,English,49,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
644f19b609e6dfe273738aa4,5d71555a7e53bd000148c016,APPROVED,2023-05-01T01:45:30.936000Z,2023-05-01T01:50:57.830000Z,2023-05-01T01:50:58.352000,2023-05-01T01:50:58.293373Z,327,C1GTSTWU,799,English,34,Female,White,United States,United States,United States,English,No,Full-Time
644f19bfb3f62d9e2a5aa070,63eede94f681b834bca2a179,APPROVED,2023-05-01T01:45:47.943000Z,2023-05-01T02:18:35.247000Z,2023-05-01T02:18:35.732000,2023-05-01T02:18:35.665803Z,1968,C1GTSTWU,272,English,60,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
644f19c3c15aa0b0c1c62a4b,614f89c684db5a8edbbd8ab8,APPROVED,2023-05-01T01:45:42.956000Z,2023-05-01T01:53:43.885000Z,2023-05-01T01:53:44.330000,2023-05-01T01:53:44.262457Z,481,C1GTSTWU,1119,English,47,Male,White,United States,United States,United States,English,No,Full-Time
644f19c7911e0e6cf914a6db,641e665144143d6ffe379ffe,APPROVED,2023-05-01T01:51:26Z,2023-05-01T02:07:52.500000Z,2023-05-01T02:07:52.900000,2023-05-01T02:07:52.840493Z,987,C1GTSTWU,245,English,38,Male,White,United States,United States,United States,English,No,Full-Time
644f19d15ac6d613a921a85a,642f943a60d39a0cbb7cfde6,APPROVED,2023-05-01T01:45:58.286000Z,2023-05-01T01:58:19.254000Z,2023-05-01T01:58:19.685000,2023-05-01T01:58:19.619886Z,741,C1GTSTWU,131,English,43,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
644f19e79fb1f85c338ffd75,627e6e9ed608b5269d068e69,APPROVED,2023-05-01T01:46:21.179000Z,2023-05-01T01:50:45.444000Z,2023-05-01T01:50:51.561000,2023-05-01T01:50:46.489453Z,265,C1GTSTWU,401,English,30,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f19f155ca438cb7f8ee3d,6166e646b25682895e011d5f,APPROVED,2023-05-01T01:46:28.532000Z,2023-05-01T01:53:06.305000Z,2023-05-01T01:53:11.733000,2023-05-01T01:53:06.662085Z,398,C1GTSTWU,369,English,45,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f19f26342709ac95aa0b9,6400f39eece4224bfb47807e,APPROVED,2023-05-01T01:46:31.039000Z,2023-05-01T01:56:19.355000Z,2023-05-01T01:56:19.890000,2023-05-01T01:56:19.821044Z,589,C1GTSTWU,314,English,51,Female,White,United States,United States,United States,English,No,Full-Time
644f1a0b9cee20399007bff6,5ff2240a2f567121402762e6,APPROVED,2023-05-01T01:46:53.463000Z,2023-05-01T02:03:44.155000Z,2023-05-01T02:03:45.922000,2023-05-01T02:03:45.868036Z,1011,C1GTSTWU,4367,English,33,Male,White,United States,United States,United States,English,No,Full-Time
644f1a0cc6e1d17bc3ccd717,636150c1c5a922d6451c675c,APPROVED,2023-05-01T01:46:56.420000Z,2023-05-01T02:10:55.130000Z,2023-05-01T02:10:55.556000,2023-05-01T02:10:55.502999Z,1439,C1GTSTWU,1027,English,39,Female,White,United States,United States,United States,English,No,Full-Time
644f1a172be4ef695b49580a,6108767c9bec77d0e42e3c44,APPROVED,2023-05-01T01:47:06.621000Z,2023-05-01T01:52:49.943000Z,2023-05-01T01:52:50.353000,2023-05-01T01:52:50.295125Z,344,C1GTSTWU,1410,"English, Spanish",23,Female,White,United States,United States,United States,Spanish,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
644f1a21d77bf326580f2fb6,5e373f33a42bce6daa55ea65,APPROVED,2023-05-01T01:47:18.489000Z,2023-05-01T02:07:04.284000Z,2023-05-01T02:07:04.697000,2023-05-01T02:07:04.634946Z,1186,C1GTSTWU,3296,English,69,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
644f1a3d81f25da806a8bbf7,63ed1619694e2efdb6d975d3,APPROVED,2023-05-01T01:47:44.610000Z,2023-05-01T01:55:37.484000Z,2023-05-01T01:55:37.975000,2023-05-01T01:55:37.916893Z,473,C1GTSTWU,335,English,28,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
644f1a3d948d6e8a0f789910,5e916cb9e502b1498e8fc059,APPROVED,2023-05-01T01:47:46.333000Z,2023-05-01T01:59:16.576000Z,2023-05-01T01:59:17.099000,2023-05-01T01:59:17.044689Z,691,C1GTSTWU,2669,English,59,Male,White,United States,United States,United States,English,No,Full-Time
644f1a56e9686ec8eca77175,609f58e8af0f5f3acedd9806,APPROVED,2023-05-01T01:48:09.648000Z,2023-05-01T01:56:51.571000Z,2023-05-01T01:56:56.976000,2023-05-01T01:56:51.902337Z,522,C1GTSTWU,2757,English,25,Female,White,United States,United States,United States,English,No,Part-Time
644f1a637a5e63947afc2d2c,61019fe1c6bc61fafe1c74fe,APPROVED,2023-05-01T01:48:22.191000Z,2023-05-01T01:52:59.322000Z,2023-05-01T01:52:59.824000,2023-05-01T01:52:59.743877Z,278,C1GTSTWU,1957,English,22,Female,Mixed,United States,United States,United States,English,No,Part-Time
644f1a6e69683091471a2643,5c61c7c590c46f00016a3598,APPROVED,2023-05-01T01:48:33.677000Z,2023-05-01T01:53:48.163000Z,2023-05-01T01:53:48.593000,2023-05-01T01:53:48.538814Z,315,C1GTSTWU,1885,English,32,Male,White,United States,United States,United States,English,No,Full-Time
644f1a7206c947da0c6c7351,6234f3b76898c3f34402935c,APPROVED,2023-05-01T01:48:37.675000Z,2023-05-01T01:59:33.159000Z,2023-05-01T01:59:33.627000,2023-05-01T01:59:33.562591Z,656,C1GTSTWU,1457,English,52,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f1a7769683091471a2645,63e403e848165e69c62a729a,APPROVED,2023-05-01T01:48:43.058000Z,2023-05-01T01:54:33.317000Z,2023-05-01T01:54:33.780000,2023-05-01T01:54:33.720014Z,351,C1GTSTWU,483,English,56,Female,White,United States,United States,United States,English,No,Part-Time
644f1a7937883949ce14a688,5b75d448be28580001b5a603,APPROVED,2023-05-01T01:48:47.488000Z,2023-05-01T01:58:37.331000Z,2023-05-01T01:58:37.787000,2023-05-01T01:58:37.735821Z,590,C1GTSTWU,1319,English,52,Male,Asian,Korea,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f1a7ee3fea212d03c7c6f,5dddd95d238a91d4fa1a8cf6,APPROVED,2023-05-01T01:48:50.082000Z,2023-05-01T01:53:00.871000Z,2023-05-01T01:53:02.678000,2023-05-01T01:53:02.641331Z,251,C1GTSTWU,1121,English,31,Female,White,United States,United States,United States,English,No,Full-Time
644f1a81b03ab334d783883d,5a7618b18fe2dc0001057243,APPROVED,2023-05-01T01:48:56.317000Z,2023-05-01T01:56:07.490000Z,2023-05-01T01:56:08.067000,2023-05-01T01:56:08.008734Z,432,C1GTSTWU,3521,English,42,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
644f1a83c8216efa6a738a81,62833eadf3baa3ef8a587e41,APPROVED,2023-05-01T01:48:57.490000Z,2023-05-01T02:02:29.147000Z,2023-05-01T02:02:29.603000,2023-05-01T02:02:29.546273Z,812,C1GTSTWU,568,"English, Other",31,Female,Other,United States,United States,United States,English,Yes,Part-Time
644f1a88a922aeadf3bff40d,638235354e327dc8f8618ff7,APPROVED,2023-05-01T01:49:00.591000Z,2023-05-01T01:53:16.853000Z,2023-05-01T01:53:17.386000,2023-05-01T01:53:17.324560Z,257,C1GTSTWU,656,English,38,Male,White,United States,United States,United States,English,Yes,Full-Time
644f1a8b0e9fc634fb50e030,64414f161baf4ec22ff38361,APPROVED,2023-05-01T01:49:03.317000Z,2023-05-01T01:55:07.810000Z,2023-05-01T01:55:08.241000,2023-05-01T01:55:08.180739Z,365,C1GTSTWU,63,English,26,Male,Black,DATA_EXPIRED,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f1a8bb3f62d9e2a5aa092,63d8766016c0bfcd19d3c732,APPROVED,2023-05-01T01:49:04.635000Z,2023-05-01T01:57:01.363000Z,2023-05-01T01:57:01.792000,2023-05-01T01:57:01.730497Z,477,C1GTSTWU,590,English,35,Male,White,United States,United States,United States,English,No,Full-Time
644f1a8cf30a81fa47924038,63f7e1bb3866d96e37ecfd1c,APPROVED,2023-05-01T01:49:03.046000Z,2023-05-01T02:03:47.900000Z,2023-05-01T02:03:48.321000,2023-05-01T02:03:48.271032Z,885,C1GTSTWU,482,English,19,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
644f1ab02be4ef695b495824,6361b032a20001fc86b0ff1b,APPROVED,2023-05-01T01:49:38.856000Z,2023-05-01T01:58:09.711000Z,2023-05-01T01:58:10.238000,2023-05-01T01:58:10.164811Z,511,C1GTSTWU,1542,English,37,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
644f1ab0b2bfecd04ffa3368,644a9d92849b27eb99202a91,APPROVED,2023-05-01T01:49:48.960000Z,2023-05-01T02:02:32.372000Z,2023-05-01T02:02:33.046000,2023-05-01T02:02:32.988455Z,764,C1GTSTWU,39,English,55,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
644f1ab40b192d841d92c587,61fa943b5719bc09cb834ebb,APPROVED,2023-05-01T01:49:44.458000Z,2023-05-01T02:02:11.078000Z,2023-05-01T02:02:11.776000,2023-05-01T02:02:11.719021Z,747,C1GTSTWU,2035,English,71,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
644f1ac496d9e7642a261956,63ea5b522989d24b3a9b80d9,APPROVED,2023-05-01T01:50:00.718000Z,2023-05-01T01:55:11.242000Z,2023-05-01T01:55:11.728000,2023-05-01T01:55:11.668036Z,311,C1GTSTWU,507,English,41,Male,White,United States,United States,United States,English,No,Full-Time
644f1ac506c947da0c6c7364,606df53de4b0550a5f42fefe,APPROVED,2023-05-01T01:50:02.859000Z,2023-05-01T02:07:20.731000Z,2023-05-01T02:07:21.143000,2023-05-01T02:07:21.081898Z,1038,C1GTSTWU,2007,"English, Spanish",36,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking)
644f1aca031f8b527f3f652f,6313a3d93104022e9b8a7318,APPROVED,2023-05-01T01:50:11.413000Z,2023-05-01T02:19:11.238000Z,2023-05-01T02:19:11.840000,2023-05-01T02:19:11.774678Z,1740,C1GTSTWU,1872,"English, Spanish",38,Male,Other,"Venezuela, Bolivarian Republic of",United States,United States,English,No,Full-Time
644f1acb3cf15d53009a436d,614fe0e4ec9ce4a2a4154771,APPROVED,2023-05-01T01:50:08.317000Z,2023-05-01T02:00:39.540000Z,2023-05-01T02:00:39.946000,2023-05-01T02:00:39.889413Z,632,C1GTSTWU,472,English,33,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
644f1af0e9686ec8eca7718a,58be2fc3bfc0f4000179f3c5,APPROVED,2023-05-01T01:50:54.227000Z,2023-05-01T01:58:26.892000Z,2023-05-01T01:58:27.327000,2023-05-01T01:58:27.275436Z,453,C1GTSTWU,3183,English,52,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
644f1af264e5f2ac28a771a2,628eabb243fb4a73e29d9385,APPROVED,2023-05-01T01:50:45.354000Z,2023-05-01T01:55:21.973000Z,2023-05-01T01:55:22.435000,2023-05-01T01:55:22.380748Z,277,C1GTSTWU,2134,English,28,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
644f1afcecaedbe7b7d10058,636b27e16c27eecad3500512,APPROVED,2023-05-01T01:50:56.074000Z,2023-05-01T01:57:20.156000Z,2023-05-01T01:57:20.907000,2023-05-01T01:57:20.848706Z,385,C1GTSTWU,592,English,66,Female,White,United States,United States,United States,English,No,Part-Time
644f1affba72faf7e5261902,6400e1da013c92ee33537ed8,APPROVED,2023-05-01T01:51:01.237000Z,2023-05-01T02:00:16.803000Z,2023-05-01T02:00:17.219000,2023-05-01T02:00:17.147506Z,556,C1GTSTWU,45,English,51,Male,Mixed,Japan,United States,United States,English,No,Part-Time
644f1b015d741c49cc8f26bf,63d5aafaa65a001c36a652b2,APPROVED,2023-05-01T01:51:01.431000Z,2023-05-01T01:58:35.731000Z,2023-05-01T01:58:36.241000,2023-05-01T01:58:36.185111Z,455,C1GTSTWU,559,English,35,Male,White,United States,United States,United States,English,No,Full-Time
644f1b07ba72faf7e5261904,61686f8376bd6ff59ea15479,APPROVED,2023-05-01T01:51:07.604000Z,2023-05-01T01:59:07.677000Z,2023-05-01T01:59:08.133000,2023-05-01T01:59:08.077416Z,481,C1GTSTWU,2797,English,39,Male,Asian,Korea,United States,United States,English,No,DATA_EXPIRED
644f1b0b48c57806e46c7303,636148a83d7a7c349bb08436,APPROVED,2023-05-01T01:51:10.388000Z,2023-05-01T01:57:35.898000Z,2023-05-01T01:57:36.295000,2023-05-01T01:57:36.237232Z,386,C1GTSTWU,1521,English,34,Female,White,United States,United States,United States,English,Yes,Full-Time
644f1b0e37448267f66c733d,5eea591930ca5f0ddaa75a7f,APPROVED,2023-05-01T01:51:17.030000Z,2023-05-01T01:57:28.658000Z,2023-05-01T01:57:29.114000,2023-05-01T01:57:29.046504Z,372,C1GTSTWU,1406,"English, Spanish",26,Male,Other,United States,United States,United States,English,DATA_EXPIRED,Part-Time
644f1b0f8d815b0d5b21a852,5e686e5f1ace851137ed4eb3,APPROVED,2023-05-01T01:51:16.557000Z,2023-05-01T01:53:30.998000Z,2023-05-01T01:53:32.085000,2023-05-01T01:53:32.027624Z,135,C1GTSTWU,1928,English,25,Female,Mixed,United States,United States,United States,English,No,Full-Time
644f1b1ed1b2d07be6838834,602191ca72e7751a7de26df4,APPROVED,2023-05-01T01:51:29.421000Z,2023-05-01T01:58:06.064000Z,2023-05-01T01:58:07.501000Z,2023-05-01T01:58:07.737386Z,397,C1GTSTWU,557,English,25,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
644f1b2f2bf0ca71605aa07a,610631ba860f21ac066946cf,APPROVED,2023-05-01T01:51:52.274000Z,2023-05-01T02:03:14.386000Z,2023-05-01T02:03:14.784000,2023-05-01T02:03:14.730463Z,683,C1GTSTWU,723,"Spanish, English",21,Female,Other,United States,United States,United States,Spanish,No,Other
644f1b4458c954a3aac629fe,60c433a4f78e97b5ef1ce71b,APPROVED,2023-05-01T01:52:09.129000Z,2023-05-01T02:04:49.977000Z,2023-05-01T02:04:50.516000,2023-05-01T02:04:50.436477Z,761,C1GTSTWU,1264,English,47,Female,Mixed,United States,United States,United States,English,No,DATA_EXPIRED
644f1b4b37448267f66c734a,59baa339ab8d830001fe56f5,APPROVED,2023-05-01T01:52:20.408000Z,2023-05-01T01:56:51.086000Z,2023-05-01T01:56:53.218000,2023-05-01T01:56:51.523237Z,271,C1GTSTWU,1234,English,39,Male,White,United States,United States,United States,English,No,Full-Time
644f1b6964e5f2ac28a771b2,5ffd2c0699c3912436845113,APPROVED,2023-05-01T01:53:00.577000Z,2023-05-01T02:02:18.053000Z,2023-05-01T02:02:18.493000,2023-05-01T02:02:18.433655Z,558,C1GTSTWU,486,English,28,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
644f1b6b2a8a5a1c5350e01b,604bd44cb5668ba12cc9376e,APPROVED,2023-05-01T01:59:28.952000Z,2023-05-01T02:15:31.429000Z,2023-05-01T02:15:32.306000,2023-05-01T02:15:32.250480Z,963,C1GTSTWU,3330,English,74,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
644f1b7dbda676411e07bfcc,617531b45568af8db14c3a1f,APPROVED,2023-05-01T01:53:06.052000Z,2023-05-01T02:05:03.772000Z,2023-05-01T02:05:04.209000,2023-05-01T02:05:04.146502Z,718,C1GTSTWU,1328,English,62,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
644f1bacc3f613350f738a7e,63c3118da7ffa9c9fa88a10e,APPROVED,2023-05-01T01:53:58.579000Z,2023-05-01T02:07:11.060000Z,2023-05-01T02:07:11.553000,2023-05-01T02:07:11.483359Z,793,C1GTSTWU,660,English,65,Male,White,United States,United States,United States,English,No,Full-Time
644f1bb9879bd62c879a434d,59ffb939517dfb00013dadda,APPROVED,2023-05-01T01:54:15.464000Z,2023-05-01T02:00:15.042000Z,2023-05-01T02:00:15.482000,2023-05-01T02:00:15.422223Z,360,C1GTSTWU,3365,English,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
