Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
644f07dcac1abd4b91583b80,60fd78cb439f85c6a297f44e,APPROVED,2023-05-01T00:29:21.023000Z,2023-05-01T00:34:30.543000Z,2023-05-01T00:34:31.020000,2023-05-01T00:34:30.932644Z,310,C1GTSTWU,746,English,25,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f09064e2110829f3c7c4d,5be8dd56d153f500019ab3cf,APPROVED,2023-05-01T00:34:18.972000Z,2023-05-01T00:41:37.220000Z,2023-05-01T00:41:37.709000,2023-05-01T00:41:37.654272Z,439,C1GTSTWU,2244,English,58,Female,White,United States,United States,United States,English,No,Part-Time
644f090c02006b84003f6504,5faa0c564cbdfb2e1869df72,APPROVED,2023-05-01T00:34:33.570000Z,2023-05-01T00:46:28.751000Z,2023-05-01T00:46:29.197000,2023-05-01T00:46:29.133867Z,716,C1GTSTWU,1971,"English, Lithuanian, Russian",44,Female,White,Lithuania,United States,United States,English,No,Full-Time
644f09196691994a72c62a06,63d7d7b2acbb9e89e82b7086,APPROVED,2023-05-01T00:34:56.265000Z,2023-05-01T00:49:11.934000Z,2023-05-01T00:49:12.654000,2023-05-01T00:49:12.596649Z,856,C1GTSTWU,508,English,27,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED
644f091ebe4fa2b813838852,63d3f9726aab19fe9a92027a,APPROVED,2023-05-01T00:34:42.858000Z,2023-05-01T00:45:21.362000Z,2023-05-01T00:45:21.849000,2023-05-01T00:45:21.786518Z,639,C1GTSTWU,91,"English, Other",47,Male,White,United States,United States,United States,English,Yes,Part-Time
644f094ab4abc3a0acacbed1,5ec55212bfb2ff4fb33a4321,APPROVED,2023-05-01T00:35:26.258000Z,2023-05-01T01:10:27.993000Z,2023-05-01T01:10:28.489000,2023-05-01T01:10:28.419868Z,2102,C1GTSTWU,546,"English, Spanish",31,Female,White,United States,United States,United States,English,No,Other
644f0977502dc69d4fbff3fe,6376e34cb9fc3dab5a718c87,APPROVED,2023-05-01T00:36:13.915000Z,2023-05-01T00:45:42.428000Z,2023-05-01T00:45:42.850000,2023-05-01T00:45:42.783572Z,569,C1GTSTWU,384,English,57,Female,White,United States,United States,United States,English,No,Full-Time
644f0ab2f45875340da7716f,60fc855e03afaabca212e804,APPROVED,2023-05-01T00:41:27.412000Z,2023-05-01T00:52:00.024000Z,2023-05-01T00:52:00.439000,2023-05-01T00:52:00.381710Z,633,C1GTSTWU,1754,English,69,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f0ad9392c5d2d0f78990d,63d13d5581e6d01c11fb0cbd,APPROVED,2023-05-01T00:42:04.432000Z,2023-05-01T00:49:48.657000Z,2023-05-01T00:49:49.139000,2023-05-01T00:49:49.070659Z,465,C1GTSTWU,196,English,32,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
644f0ae25e218cb89892c591,5c3a87a61ede2b000115cf76,APPROVED,2023-05-01T00:42:17.266000Z,2023-05-01T00:57:40.677000Z,2023-05-01T00:57:41.113000,2023-05-01T00:57:41.057582Z,924,C1GTSTWU,2099,English,51,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
644f0afabe6238e3e93c7c4d,571c631fe1d2ec0013a68515,APPROVED,2023-05-01T00:42:36.928000Z,2023-05-01T00:49:18.596000Z,2023-05-01T00:49:18.993000,2023-05-01T00:49:18.937256Z,402,C1GTSTWU,1584,English,27,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f0afad835db10bd116438,6298f177bd9e483270ee796b,APPROVED,2023-05-01T00:42:34.610000Z,2023-05-01T00:51:18.365000Z,2023-05-01T00:51:18.882000,2023-05-01T00:51:18.825799Z,524,C1GTSTWU,177,English,19,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
644f0b0298a1a6379f738a76,61085c8a852ffd73301ee650,APPROVED,2023-05-01T00:42:49.031000Z,2023-05-01T00:47:08.524000Z,2023-05-01T00:47:08.967000,2023-05-01T00:47:08.911246Z,260,C1GTSTWU,197,English,48,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
644f0b2630e5150002924033,5e63e793e50a6316a75213c4,APPROVED,2023-05-01T00:43:24.170000Z,2023-05-01T00:52:11.131000Z,2023-05-01T00:52:11.569000,2023-05-01T00:52:11.513373Z,527,C1GTSTWU,2066,English,33,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f0b3d6ca4a90fb4ccd6f1,5cba9a8a214b1a0016ccf708,APPROVED,2023-05-01T00:43:45.857000Z,2023-05-01T00:54:54.447000Z,2023-05-01T00:54:54.878000,2023-05-01T00:54:54.819457Z,669,C1GTSTWU,920,English,43,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
644f0b6757ada2afe4b55f07,5eaff2eac963900392c6dc48,APPROVED,2023-05-01T00:44:27.304000Z,2023-05-01T00:51:05.857000Z,2023-05-01T00:51:06.666000,2023-05-01T00:51:06.607953Z,399,C1GTSTWU,3063,English,34,Male,White,United States,United States,United States,English,No,Full-Time
644f0b742a2614f0291a2663,5c1e11d594392b00017f949a,APPROVED,2023-05-01T00:44:38.662000Z,2023-05-01T00:51:07.286000Z,2023-05-01T00:51:07.905000,2023-05-01T00:51:07.845969Z,389,C1GTSTWU,430,"Punjabi, Hindi, English",22,Male,Asian,United States,United States,United States,English,Yes,DATA_EXPIRED
644f0bda94933216f5bff40c,5c5fc0136467ac0001b80940,APPROVED,2023-05-01T00:46:18.409000Z,2023-05-01T00:51:33.656000Z,2023-05-01T00:51:34.099000,2023-05-01T00:51:34.041693Z,316,C1GTSTWU,1897,English,56,Female,White,United States,United States,United States,English,No,Full-Time
644f0c42b928caaa6e92c593,61116b7ba2ada479c60a86e7,APPROVED,2023-05-01T00:48:05.263000Z,2023-05-01T00:54:27.264000Z,2023-05-01T00:54:27.761000,2023-05-01T00:54:27.698321Z,383,C1GTSTWU,576,"English, Spanish",25,Female,Other,United States,United States,United States,Spanish,DATA_EXPIRED,Full-Time
644f0c42de04aeab443d71a8,5bcdce524f22df00010f79a8,APPROVED,2023-05-01T00:48:10.267000Z,2023-05-01T00:57:18.570000Z,2023-05-01T00:57:19.597000,2023-05-01T00:57:19.542939Z,549,C1GTSTWU,296,English,25,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED
644f0c8d5687c5cf0c738a88,6127b6191739178030d6cd4d,APPROVED,2023-05-01T00:49:30.879000Z,2023-05-01T00:55:49.068000Z,2023-05-01T00:55:52.703000,2023-05-01T00:55:49.526771Z,379,C1GTSTWU,177,English,24,Female,White,United States,United States,United States,English,No,Full-Time
644f0cbd44020aef6e7898ef,5e9c3ac6d3eeed14ec7fb05f,APPROVED,2023-05-01T00:50:08.681000Z,2023-05-01T00:56:04.398000Z,2023-05-01T00:56:04.794000,2023-05-01T00:56:04.732839Z,356,C1GTSTWU,841,English,32,Male,White,United States,United States,United States,English,No,Full-Time
644f0cbd70870a2070b55f02,5d2e02ed1818240016ea87e1,APPROVED,2023-05-01T00:50:09.196000Z,2023-05-01T01:03:02.959000Z,2023-05-01T01:03:03.402000,2023-05-01T01:03:03.324972Z,774,C1GTSTWU,571,English,34,Female,White,United States,United States,United States,English,No,Part-Time
644f0cd7d766dbc1c33d71a5,631f42113c39c2121e543b18,APPROVED,2023-05-01T00:50:36.127000Z,2023-05-01T01:14:26.063000Z,2023-05-01T01:14:26.594000,2023-05-01T01:14:26.531852Z,1430,C1GTSTWU,983,English,DATA_EXPIRED,Female,Asian,United States,United States,United States,English,No,DATA_EXPIRED
644f0cecea59b470291a262b,6105b1b285e91680458bd341,APPROVED,2023-05-01T00:50:57.252000Z,2023-05-01T01:03:53.686000Z,2023-05-01T01:03:54.109000,2023-05-01T01:03:54.051177Z,777,C1GTSTWU,2592,English,48,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f0cfe8f178a9aa93f652e,54837312fdf99b2490ad57b6,APPROVED,2023-05-01T00:51:13.827000Z,2023-05-01T00:59:29.157000Z,2023-05-01T00:59:29.677000,2023-05-01T00:59:29.616831Z,496,C1GTSTWU,5249,English,41,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f0d507e3e721d46b55ecb,6234f954ebf560c4741256ad,APPROVED,2023-05-01T00:52:37.077000Z,2023-05-01T01:07:28.137000Z,2023-05-01T01:07:28.548000,2023-05-01T01:07:28.494642Z,892,C1GTSTWU,1339,English,57,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
644f0d6222c4c44dc6738a6f,60686ac3349b6eca6e6e598c,APPROVED,2023-05-01T00:52:54.075000Z,2023-05-01T00:57:51.905000Z,2023-05-01T00:57:52.862000,2023-05-01T00:57:52.803464Z,298,C1GTSTWU,187,English,20,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,Unemployed (and job seeking)
644f0d6bb7c8fd7911838846,60fdd396a9138b85dadbb97c,APPROVED,2023-05-01T00:53:02.897000Z,2023-05-01T01:01:57.933000Z,2023-05-01T01:01:58.404000,2023-05-01T01:01:58.320288Z,536,C1GTSTWU,161,English,31,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
644f0d8b6db9c40986738a47,5e6ecf46f14d2648b814fd81,APPROVED,2023-05-01T00:53:37.191000Z,2023-05-01T01:01:17.408000Z,2023-05-01T01:01:17.886000,2023-05-01T01:01:17.819166Z,461,C1GTSTWU,464,English,38,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
644f0dbace5a3640ec26190a,6400d8c2f1a7b2e8a7eafd05,APPROVED,2023-05-01T00:54:22.559000Z,2023-05-01T01:02:05.991000Z,2023-05-01T01:02:06.404000,2023-05-01T01:02:06.348430Z,464,C1GTSTWU,60,English,26,Male,Mixed,United States,United States,United States,English,Yes,DATA_EXPIRED
644f0dfd7c94ea70c65aa0ad,5f184728d19ea708dc8f290f,APPROVED,2023-05-01T00:55:31.707000Z,2023-05-01T01:06:59.396000Z,2023-05-01T01:06:59.867000Z,2023-05-01T01:07:00.670998Z,688,C1GTSTWU,451,English,49,Female,White,United States,United States,United States,English,No,Full-Time
644f0e0c798cd96ff8b55ee1,5c745295821a97001763fb1b,APPROVED,2023-05-01T00:55:47.912000Z,2023-05-01T01:09:50.406000Z,2023-05-01T01:09:50.843000,2023-05-01T01:09:50.778758Z,843,C1GTSTWU,2259,English,61,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED
644f0e0e18d0ef87b692c592,5c33ccf9377d960001044af0,APPROVED,2023-05-01T00:55:47.262000Z,2023-05-01T01:00:26.204000Z,2023-05-01T01:00:26.636000,2023-05-01T01:00:26.579522Z,279,C1GTSTWU,2478,English,49,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f0e2119271140ae0f2fb4,61006b0f1f3bfddb6b4c5d55,APPROVED,2023-05-01T00:56:04.735000Z,2023-05-01T01:04:48.506000Z,2023-05-01T01:04:51.572000,2023-05-01T01:04:51.512945Z,524,C1GTSTWU,533,English,31,Female,White,United States,United States,United States,English,Yes,Full-Time
644f0ebfa6004d38453c7c63,6346a1e0ac2f099c5c7a8f93,APPROVED,2023-05-01T00:58:44.894000Z,2023-05-01T01:03:46.021000Z,2023-05-01T01:03:46.471000,2023-05-01T01:03:46.413218Z,302,C1GTSTWU,268,English,25,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
644f0f3654ab866cfa9a4332,63e996c8c4c7273affaedc11,APPROVED,2023-05-01T01:00:46.047000Z,2023-05-01T01:07:56.918000Z,2023-05-01T01:07:57.428000,2023-05-01T01:07:57.371714Z,431,C1GTSTWU,386,English,51,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
644f0f3ee0ce09e199583bb6,5e89c7b03cbd116605a94c1f,APPROVED,2023-05-01T01:00:50.248000Z,2023-05-01T01:04:19.046000Z,2023-05-01T01:04:19.436000,2023-05-01T01:04:19.384334Z,209,C1GTSTWU,477,English,28,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f0f4c3fd417f2653f653d,5d474d1fab2d280015bb0110,APPROVED,2023-05-01T01:01:02.753000Z,2023-05-01T01:06:15.742000Z,2023-05-01T01:06:16.215000,2023-05-01T01:06:16.155942Z,313,C1GTSTWU,1892,"Chinese, English",34,Male,Asian,Vietnam,United States,United States,Chinese,DATA_EXPIRED,DATA_EXPIRED
644f0faf39285941534957f9,5d2f054b1dde3600015e43d9,APPROVED,2023-05-01T01:04:28.954000Z,2023-05-01T01:21:05.778000Z,2023-05-01T01:21:06.253000,2023-05-01T01:21:06.186632Z,997,C1GTSTWU,3474,English,51,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
644f10134564157aedb55ec6,5f616d5523e52610f1ac1a16,APPROVED,2023-05-01T01:04:38.393000Z,2023-05-01T01:13:29.336000Z,2023-05-01T01:13:32.843000Z,2023-05-01T01:13:33.256870Z,531,C1GTSTWU,387,English,26,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
644f10210ced095e64838862,60fdbd0f06c0c59f1e37183d,APPROVED,2023-05-01T01:04:39.155000Z,2023-05-01T01:19:33.327000Z,2023-05-01T01:19:33.724000,2023-05-01T01:19:33.662204Z,895,C1GTSTWU,2199,English,72,Female,White,Canada,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
644f10223e47e3533fa7719f,5e9d1b81b5e15c25cedaa41b,APPROVED,2023-05-01T01:04:43.397000Z,2023-05-01T01:09:39.456000Z,2023-05-01T01:09:39.926000,2023-05-01T01:09:39.873661Z,297,C1GTSTWU,431,English,43,Female,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
644f1044f4f06a6ff80f2faf,62b9b9a14913c54134397493,APPROVED,2023-05-01T01:05:13.605000Z,2023-05-01T01:15:57.786000Z,2023-05-01T01:15:58.248000,2023-05-01T01:15:58.192352Z,645,C1GTSTWU,77,"Spanish, English",30,Female,Other,United States,United States,United States,Spanish,Yes,Full-Time
644f105f392859415349581a,5b5a29136fc6bb0001d3ba83,APPROVED,2023-05-01T01:05:39.017000Z,2023-05-01T01:13:37.631000Z,2023-05-01T01:13:41.772000Z,2023-05-01T01:13:42.522099Z,479,C1GTSTWU,308,English,22,Female,Mixed,United States,United States,United States,English,Yes,Other
644f10ab8391260da95aa0af,5add4ae309eae2000112d116,APPROVED,2023-05-01T01:06:55.432000Z,2023-05-01T01:13:47.441000Z,2023-05-01T01:13:50.859000Z,2023-05-01T01:13:51.773021Z,413,C1GTSTWU,1133,English,26,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f10be34c73dc91efc2d91,6152305042a5020fd676cae3,APPROVED,2023-05-01T01:07:14.770000Z,2023-05-01T01:16:41.288000Z,2023-05-01T01:16:41.729000,2023-05-01T01:16:41.665574Z,567,C1GTSTWU,1391,English,63,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f10cd3b837726c2583be8,62029a39ef1cb18a1337c5e3,APPROVED,2023-05-01T01:07:28.885000Z,2023-05-01T01:19:48.904000Z,2023-05-01T01:19:49.479000,2023-05-01T01:19:49.416246Z,741,C1GTSTWU,1426,English,52,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f117a1f30b5942021a823,62a766b2136b85985f41acb7,APPROVED,2023-05-01T01:10:22.403000Z,2023-05-01T01:15:56.535000Z,2023-05-01T01:15:57.037000,2023-05-01T01:15:56.975209Z,335,C1GTSTWU,292,English,28,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f11c558ee84fe55c60327,5c9167ff0a216f00103ce299,APPROVED,2023-05-01T01:11:38.858000Z,2023-05-01T01:19:53.152000Z,2023-05-01T01:19:53.607000,2023-05-01T01:19:53.559631Z,495,C1GTSTWU,852,English,27,Female,White,United States,United States,United States,English,No,Full-Time
644f120188e209455b14a68e,5d1a7bb2339da6001a12b11a,APPROVED,2023-05-01T01:12:37.262000Z,2023-05-01T01:30:12.047000Z,2023-05-01T01:30:12.452000,2023-05-01T01:30:12.397173Z,1055,C1GTSTWU,3681,English,69,Female,White,Germany,United States,United States,English,No,Part-Time
644f12041d9e1a0ba09a4350,5f1cfb978d05fc1a2baf7b58,APPROVED,2023-05-01T01:12:41.995000Z,2023-05-01T01:18:36.364000Z,2023-05-01T01:18:36.805000,2023-05-01T01:18:36.747215Z,355,C1GTSTWU,399,English,21,Male,Other,Puerto Rico,United States,United States,Spanish,DATA_EXPIRED,DATA_EXPIRED
644f120b9e6929d34c0e13a7,612dab1b1f17a690c86625a4,APPROVED,2023-05-01T01:12:45.864000Z,2023-05-01T01:17:28.983000Z,2023-05-01T01:17:29.474000,2023-05-01T01:17:29.403510Z,284,C1GTSTWU,167,English,27,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
644f12171d9e1a0ba09a4353,60ff4f840fb5130859720ab8,APPROVED,2023-05-01T01:12:58.662000Z,2023-05-01T01:23:23.645000Z,2023-05-01T01:23:35.276000Z,2023-05-01T01:23:47.044570Z,625,C1GTSTWU,1039,English,41,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f121b52bb0a436250e04e,5e3a058510f1a622d69d2881,APPROVED,2023-05-01T01:13:03.001000Z,2023-05-01T01:22:19.148000Z,2023-05-01T01:22:19.603000,2023-05-01T01:22:19.544534Z,557,C1GTSTWU,53,English,27,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f12466da7464f00a77185,5f41ae5ddb53f915ed43e2e1,APPROVED,2023-05-01T01:13:46.276000Z,2023-05-01T01:23:30.862000Z,2023-05-01T01:23:45.542000Z,2023-05-01T01:23:46.488710Z,585,C1GTSTWU,771,English,33,Prefer not to say,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f128b5c47248aeeb55f03,5bbb4682b8653000016779e3,APPROVED,2023-05-01T01:14:59.557000Z,2023-05-01T01:21:47.198000Z,2023-05-01T01:21:47.712000,2023-05-01T01:21:47.654142Z,408,C1GTSTWU,617,English,33,Female,White,United States,United States,United States,English,No,Full-Time
644f129fdb400348d507bfce,5fed41e3e14422f5e308c6e5,APPROVED,2023-05-01T01:15:19.648000Z,2023-05-01T01:26:30.834000Z,2023-05-01T01:26:31.244000,2023-05-01T01:26:31.171231Z,672,C1GTSTWU,3931,"English, Spanish",44,Male,White,United States,United States,United States,English,No,Full-Time
644f12a53cd6ad46b392c5a7,61129dce5308375e83487e7e,APPROVED,2023-05-01T01:15:23.085000Z,2023-05-01T01:23:31.199000Z,2023-05-01T01:23:32.980000Z,2023-05-01T01:23:34.053922Z,489,C1GTSTWU,69,English,20,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
644f12a849860d3ea492406e,609b22b07a8af60592fbe464,APPROVED,2023-05-01T01:15:23.110000Z,2023-05-01T01:21:15.733000Z,2023-05-01T01:21:17.136000,2023-05-01T01:21:17.082213Z,353,C1GTSTWU,749,English,35,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
644f12b94581969b53bff3e6,63d00101fbefbec676f2a3e6,APPROVED,2023-05-01T01:15:42.561000Z,2023-05-01T01:24:59.906000Z,2023-05-01T01:25:08.298000,2023-05-01T01:25:08.225169Z,558,C1GTSTWU,32,English,33,Male,White,United States,United States,United States,English,Yes,Full-Time
644f12cf0da88a87558f2703,60fccc2c096c38cc9ad63ff3,APPROVED,2023-05-01T01:16:02.270000Z,2023-05-01T01:27:29.231000Z,2023-05-01T01:27:29.690000,2023-05-01T01:27:29.630085Z,687,C1GTSTWU,1652,"English, Spanish",30,Female,Other,United States,United States,United States,Spanish,No,Full-Time
644f12da0db11e4e6950e015,60aee0858e96f753f593b729,APPROVED,2023-05-01T01:16:15.313000Z,2023-05-01T01:27:03.556000Z,2023-05-01T01:27:04.058000,2023-05-01T01:27:04.003977Z,649,C1GTSTWU,521,"English, Spanish",26,Female,Other,United States,United States,United States,English,DATA_EXPIRED,Due to start a new job within the next month
644f12ef71f7496326ccd6fb,5a8b61fcf1408d000176b02f,APPROVED,2023-05-01T01:16:36.674000Z,2023-05-01T01:33:26.864000Z,2023-05-01T01:33:27.252000,2023-05-01T01:33:27.198623Z,1011,C1GTSTWU,3662,English,65,Female,White,United States,United States,United States,English,No,Part-Time
644f13097250e76aa1738a71,5edc3f9696a72790ae256a27,APPROVED,2023-05-01T01:17:15.055000Z,2023-05-01T01:30:04.301000Z,2023-05-01T01:30:04.765000,2023-05-01T01:30:04.706196Z,770,C1GTSTWU,1713,English,62,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f134d1ef2363d9b14a6ac,5b646a727c39ee00010a18b0,APPROVED,2023-05-01T01:18:11.274000Z,2023-05-01T01:28:28.992000Z,2023-05-01T01:28:29.441000,2023-05-01T01:28:29.384940Z,618,C1GTSTWU,2563,English,44,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
644f136d6c82d8cf68838835,5bf53836ec7b5f000159f4b3,APPROVED,2023-05-01T01:18:45.222000Z,2023-05-01T01:30:38.289000Z,2023-05-01T01:30:38.780000,2023-05-01T01:30:38.724383Z,714,C1GTSTWU,960,"English, Spanish",40,Female,White,United States,United States,United States,English,No,Part-Time
644f13813f80a6382c5aa084,5f8f9f84c51c5c21ad7b356a,APPROVED,2023-05-01T01:19:02.383000Z,2023-05-01T01:24:55.012000Z,2023-05-01T01:25:07.893000,2023-05-01T01:25:07.831334Z,353,C1GTSTWU,311,"English, French, Chinese",27,Female,Mixed,Hong Kong,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
644f138cb0b997079411641f,5e6d43ffd5d24630bd0bf726,APPROVED,2023-05-01T01:19:35.206000Z,2023-05-01T01:31:29.754000Z,2023-05-01T01:31:30.198000,2023-05-01T01:31:30.138151Z,715,C1GTSTWU,896,English,36,Male,White,United States,United States,United States,English,No,Full-Time
644f13903f80a6382c5aa085,6392555a9838cc65a9c829ef,APPROVED,2023-05-01T01:19:15.301000Z,2023-05-01T01:29:09.363000Z,2023-05-01T01:29:09.826000,2023-05-01T01:29:09.740034Z,595,C1GTSTWU,660,English,53,Female,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
644f139641dff411c10e135d,615e01e53a44a0c3c04378c0,APPROVED,2023-05-01T01:19:26.142000Z,2023-05-01T01:33:42.510000Z,2023-05-01T01:33:43.005000,2023-05-01T01:33:42.938259Z,857,C1GTSTWU,2164,English,83,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
644f139a3cd6ad46b392c5dc,5befb6e27c387400016983bf,APPROVED,2023-05-01T01:19:25.346000Z,2023-05-01T01:26:39.769000Z,2023-05-01T01:26:40.311000,2023-05-01T01:26:40.253158Z,435,C1GTSTWU,4251,English,36,Male,White,United States,United States,United States,English,No,Full-Time
644f13b1c7efe0bb50c6032b,5c6a92d8a26a8500014446f7,APPROVED,2023-05-01T01:19:53.221000Z,2023-05-01T01:34:12.676000Z,2023-05-01T01:34:13.100000,2023-05-01T01:34:13.041298Z,860,C1GTSTWU,1006,English,45,Female,Mixed,United States,United States,United States,English,No,Full-Time
644f13b345bfc0a8a50f2fb5,64417871875bc046c888c152,APPROVED,2023-05-01T01:19:50.694000Z,2023-05-01T01:32:58.744000Z,2023-05-01T01:32:59.220000,2023-05-01T01:32:59.147538Z,789,C1GTSTWU,99,English,22,Female,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking)
644f13ba3368900523a7716a,604d09c45aedf7f70c3c66bf,APPROVED,2023-05-01T01:19:57.532000Z,2023-05-01T01:24:00.434000Z,2023-05-01T01:24:12.430000Z,2023-05-01T01:24:20.588976Z,243,C1GTSTWU,619,English,33,Male,White,United States,United States,United States,English,No,Full-Time
644f13bb3f80a6382c5aa08c,63e52076fc677ee3ccce9a4d,APPROVED,2023-05-01T01:19:59.017000Z,2023-05-01T01:25:38.149000Z,2023-05-01T01:25:38.658000,2023-05-01T01:25:38.575975Z,340,C1GTSTWU,395,English,30,Female,White,United States,United States,United States,English,No,Full-Time
